GROUP_SET, GROUP_ID, GROUP_NAME, TEAM_ID, TEAM_ABBREVIATION, GP, W, L, W_PCT, MIN, E_OFF_RATING, OFF_RATING, E_DEF_RATING, DEF_RATING, E_NET_RATING, NET_RATING, AST_PCT, AST_TO, AST_RATIO, OREB_PCT, DREB_PCT, REB_PCT, TM_TOV_PCT, EFG_PCT, TS_PCT, E_PACE, PACE, PACE_PER40, POSS, PIE, GP_RANK, W_RANK, L_RANK, W_PCT_RANK, MIN_RANK, OFF_RATING_RANK, DEF_RATING_RANK, NET_RATING_RANK, AST_PCT_RANK, AST_TO_RANK, AST_RATIO_RANK, OREB_PCT_RANK, DREB_PCT_RANK, REB_PCT_RANK, TM_TOV_PCT_RANK, EFG_PCT_RANK, TS_PCT_RANK, PIE_RANK,p1,p2,p3,p4,p5,p1_cluster,p2_cluster,p3_cluster,p4_cluster,p5_cluster
Lineups, -203468-203503-1626204-1629014-1629642-, C. McCollum - T. Snell - L. Nance Jr. - A. Simons - N. Little,1610612757,POR,10,6,4,0.6,71.0,114.1,110.9,106.7,102.1,7.5,8.7,0.589,1.94,16.7,0.346,0.797,0.549,0.123,0.527,0.55,90.1,93.47,77.89,138,0.498,295,288,16599,6953,164,6650,9251,6712,7437,3360,6929,4567,6837,5747,9763,7101,8019,8268,C. McCollum,T. Snell,L. Nance Jr.,A. Simons,N. Little,1,7,0,3,0
Lineups, -202696-203897-1628972-1629632-1630245-, N. Vucevic - Z. LaVine - T. Brown Jr. - C. White - A. Dosunmu,1610612741,CHI,18,12,6,0.667,71.0,114.9,110.5,125.9,124.4,-11.0,-13.9,0.515,1.62,17.2,0.186,0.836,0.517,0.137,0.602,0.635,101.8,104.45,87.04,153,0.438,67,50,17121,6286,165,6694,11708,10291,8079,3740,6848,8537,5897,6474,10519,5360,5555,9326,N. Vucevic,Z. LaVine,T. Brown Jr.,C. White,A. Dosunmu,5,1,7,3,6
Lineups, -1627749-1627751-1629022-1629640-1630170-, D. Murray - J. Poeltl - L. Walker IV - K. Johnson - D. Vassell,1610612759,SAS,21,9,12,0.429,70.0,121.0,110.7,120.1,115.5,0.9,-4.8,0.597,2.64,18.5,0.219,0.701,0.482,0.094,0.579,0.609,95.6,101.83,84.86,149,0.52,39,106,17357,9025,167,6659,10656,9480,7410,1718,6127,7844,8718,9375,8677,6003,6293,7584,D. Murray,J. Poeltl,L. Walker IV,K. Johnson,D. Vassell,1,5,0,6,0
Lineups, -202066-202685-1627742-1628984-1630529-, G. Temple - J. Valanciunas - B. Ingram - D. Graham - H. Jones,1610612740,NOP,11,5,6,0.455,70.0,105.7,104.2,111.4,110.1,-5.7,-5.9,0.648,1.94,18.0,0.221,0.8,0.504,0.125,0.508,0.556,96.3,97.55,81.29,144,0.527,228,397,17121,8990,170,7342,9992,9572,6571,3359,6482,7840,6350,6609,9775,7299,7871,7462,G. Temple,J. Valanciunas,B. Ingram,D. Graham,H. Jones,0,5,1,3,3
Lineups, -203200-1626167-1626208-1627734-1630613-, J. Holiday - M. Turner - K. Sykes - D. Sabonis - D. Washington Jr.,1610612754,IND,5,1,4,0.2,70.0,103.7,104.1,114.7,110.9,-11.0,-6.7,0.709,1.77,19.7,0.197,0.729,0.438,0.152,0.545,0.565,98.8,100.29,83.57,145,0.44,1120,3401,16599,10078,169,7357,10041,9641,5219,3486,5664,8487,8235,10430,11280,6789,7617,9284,J. Holiday,M. Turner,K. Sykes,D. Sabonis,D. Washington Jr.,0,5,7,1,0
Lineups, -200768-200782-203473-1629130-1629216-, K. Lowry - P. Tucker - D. Dedmon - D. Robinson - G. Vincent,1610612748,MIA,8,4,4,0.5,70.0,116.9,116.1,89.7,89.4,27.2,26.7,0.672,1.7,20.2,0.254,0.781,0.529,0.168,0.602,0.616,94.3,94.79,78.99,137,0.594,464,591,16599,7220,166,5956,6379,4961,5422,3593,4608,6699,6954,6229,12220,5354,6075,6187,K. Lowry,P. Tucker,D. Dedmon,D. Robinson,G. Vincent,1,0,2,0,6
Lineups, -200782-202710-203473-1629130-1629639-, P. Tucker - J. Butler - D. Dedmon - D. Robinson - T. Herro,1610612748,MIA,22,14,8,0.636,70.0,121.0,121.6,110.4,105.6,10.5,16.0,0.6,2.0,18.0,0.391,0.778,0.583,0.129,0.541,0.605,94.9,96.82,80.68,139,0.585,33,27,17279,6892,168,5159,9520,6040,6993,2231,6489,4179,6959,4919,10257,6862,6411,6333,P. Tucker,J. Butler,D. Dedmon,D. Robinson,T. Herro,0,1,2,0,3
Lineups, -203084-203090-203200-1627734-1628368-, H. Barnes - M. Harkless - J. Holiday - D. Sabonis - D. Fox,1610612758,SAC,5,1,4,0.2,69.0,112.7,111.4,128.6,127.7,-15.9,-16.2,0.565,1.84,19.0,0.158,0.778,0.459,0.136,0.599,0.612,97.4,98.31,81.92,140,0.418,1120,3401,16599,10078,175,6537,12234,10484,7739,3415,5889,8967,6959,9850,10470,5594,6239,9699,H. Barnes,M. Harkless,J. Holiday,D. Sabonis,D. Fox,3,7,0,1,1
Lineups, -203084-1626158-1628368-1629002-1630169-, H. Barnes - R. Holmes - D. Fox - C. Metu - T. Haliburton,1610612758,SAC,7,2,5,0.286,69.0,95.0,98.6,105.4,105.5,-10.4,-6.9,0.475,1.27,14.6,0.263,0.742,0.486,0.153,0.478,0.502,102.1,100.17,83.47,144,0.462,612,1646,16937,9838,171,9587,9499,9646,10021,4516,8490,6626,8100,9314,11292,9405,9370,8829,H. Barnes,R. Holmes,D. Fox,C. Metu,T. Haliburton,3,5,1,0,1
Lineups, -203109-1626164-1628969-1629028-1629661-, J. Crowder - D. Booker - M. Bridges - D. Ayton - C. Johnson,1610612756,PHO,5,3,2,0.6,69.0,131.3,131.7,117.0,120.3,14.3,11.4,0.634,3.21,22.8,0.185,0.646,0.437,0.099,0.657,0.69,100.8,99.25,82.71,142,0.564,1120,956,13953,6953,173,4075,11417,6439,6711,936,3607,8540,10314,10496,8757,4311,4336,6711,J. Crowder,D. Booker,M. Bridges,D. Ayton,C. Johnson,0,1,3,5,0
Lineups, -1628374-1629636-1630171-1630205-1630596-, L. Markkanen - D. Garland - I. Okoro - L. Stevens - E. Mobley,1610612739,CLE,7,4,3,0.571,69.0,123.2,120.6,109.2,108.5,14.0,12.1,0.662,4.27,23.7,0.164,0.78,0.467,0.078,0.608,0.62,97.0,98.34,81.95,141,0.537,612,591,15870,7106,172,5232,9786,6382,6525,476,3333,8957,6957,9644,8092,5290,6000,7286,L. Markkanen,D. Garland,I. Okoro,L. Stevens,E. Mobley,3,1,0,0,5
Lineups, -203115-203932-203999-1628420-1630538-, W. Barton - A. Gordon - N. Jokic - M. Morris - B. Hyland,1610612743,DEN,12,7,5,0.583,69.0,125.3,125.0,117.2,113.1,8.2,11.9,0.662,3.07,20.7,0.243,0.722,0.486,0.095,0.584,0.622,100.3,102.21,85.17,148,0.546,190,212,16937,7094,174,4595,10358,6399,6526,944,4514,7532,8332,9314,8682,5793,5955,7033,W. Barton,A. Gordon,N. Jokic,M. Morris,B. Hyland,3,3,1,3,6
Lineups, -2546-201566-202340-203076-1628370-, C. Anthony - R. Westbrook - A. Bradley - A. Davis - M. Monk,1610612747,LAL,14,7,7,0.5,68.0,100.7,99.4,87.3,86.8,13.4,12.5,0.593,1.52,15.5,0.26,0.756,0.521,0.136,0.488,0.539,106.7,107.73,89.78,154,0.624,129,212,17218,7220,176,9570,6043,6319,7426,3833,8061,6671,7256,6399,10477,9317,8288,5711,C. Anthony,R. Westbrook,A. Bradley,A. Davis,M. Monk,0,1,0,5,3
Lineups, -101108-203109-1626163-1626164-1628969-, C. Paul - J. Crowder - F. Kaminsky - D. Booker - M. Bridges,1610612756,PHO,7,7,0,1.0,68.0,129.3,127.1,105.5,102.1,23.8,25.0,0.622,3.83,23.4,0.132,0.684,0.457,0.083,0.667,0.685,99.3,101.8,84.83,144,0.621,612,212,1,1,179,4507,9245,5223,6881,767,3426,9256,8927,9887,8159,3788,4426,5741,C. Paul,J. Crowder,F. Kaminsky,D. Booker,M. Bridges,1,0,2,1,3
Lineups, -201942-203897-1627936-1628366-1628396-, D. DeRozan - Z. LaVine - A. Caruso - L. Ball - T. Bradley,1610612741,CHI,5,4,1,0.8,68.0,123.9,124.8,92.7,94.1,31.2,30.7,0.567,2.38,20.0,0.25,0.714,0.5,0.117,0.627,0.643,97.7,96.57,80.47,137,0.642,1120,591,5744,5853,178,4926,6792,4692,7726,1986,4617,6707,8390,6616,9594,4731,5456,5377,D. DeRozan,Z. LaVine,A. Caruso,L. Ball,T. Bradley,1,1,6,3,2
Lineups, -203914-1628964-1628976-1630532-1630591-, G. Harris - M. Bamba - W. Carter Jr. - F. Wagner - J. Suggs,1610612753,ORL,8,0,8,0.0,68.0,105.6,102.7,102.9,100.7,2.8,2.1,0.544,1.82,16.4,0.176,0.848,0.537,0.116,0.528,0.556,101.0,103.53,86.27,146,0.501,464,10195,17279,10195,177,7430,9208,7237,7953,3444,7794,8621,5835,6076,9592,7081,7872,7851,G. Harris,M. Bamba,W. Carter Jr.,F. Wagner,J. Suggs,0,5,5,3,6
Lineups, -203083-1627777-1627788-1629003-1629680-, A. Drummond - G. Niang - F. Korkmaz - S. Milton - M. Thybulle,1610612755,PHI,10,8,2,0.8,67.0,109.5,109.6,88.8,91.0,20.7,18.6,0.683,1.78,20.4,0.224,0.667,0.458,0.158,0.586,0.606,105.2,103.94,86.62,146,0.619,295,147,13953,5853,181,6789,6565,5750,5395,3479,4577,7697,9012,9885,11462,5779,6387,5766,A. Drummond,G. Niang,F. Korkmaz,S. Milton,M. Thybulle,5,0,0,6,0
Lineups, -201143-1627759-1628369-1628401-1629684-, A. Horford - J. Brown - J. Tatum - D. White - G. Williams,1610612738,BOS,8,6,2,0.75,67.0,130.3,133.3,120.8,119.4,9.6,13.9,0.652,3.07,22.5,0.2,0.662,0.461,0.101,0.652,0.696,100.0,99.44,82.86,138,0.585,464,288,13953,5984,183,3584,11114,6226,6554,944,3685,7956,10236,9843,9026,4365,4176,6334,A. Horford,J. Brown,J. Tatum,D. White,G. Williams,5,1,1,3,0
Lineups, -203084-1626158-1627741-1628368-1630169-, H. Barnes - R. Holmes - B. Hield - D. Fox - T. Haliburton,1610612758,SAC,17,7,10,0.412,67.0,118.9,115.7,127.9,123.1,-9.1,-7.4,0.585,1.55,15.2,0.303,0.629,0.471,0.131,0.526,0.611,103.1,106.55,88.79,153,0.506,86,212,17335,9080,184,5981,11623,9695,7461,3821,8309,6024,10468,9575,10311,7118,6272,7824,H. Barnes,R. Holmes,B. Hield,D. Fox,T. Haliburton,3,5,3,1,1
Lineups, -1628374-1628386-1629012-1629636-1630596-, L. Markkanen - J. Allen - C. Sexton - D. Garland - E. Mobley,1610612739,CLE,6,3,3,0.5,67.0,96.2,95.0,94.2,94.3,1.9,0.7,0.673,1.42,18.7,0.286,0.64,0.469,0.184,0.5,0.518,100.6,101.1,84.25,141,0.522,822,956,15870,7220,182,9754,6814,7306,5421,4270,6058,6199,10365,9625,12576,7316,8834,7552,L. Markkanen,J. Allen,C. Sexton,D. Garland,E. Mobley,3,5,3,1,5
Lineups, -202694-202704-1627826-1628379-1629611-, M. Morris Sr. - R. Jackson - I. Zubac - L. Kennard - T. Mann,1610612746,LAC,14,8,6,0.571,67.0,95.8,93.4,104.1,105.3,-8.4,-11.9,0.453,1.71,13.3,0.26,0.769,0.516,0.103,0.453,0.468,95.3,96.05,80.04,136,0.443,129,147,17121,7106,180,9872,9472,10136,10106,3572,9339,6671,7138,6479,9046,9761,10786,9238,M. Morris Sr.,R. Jackson,I. Zubac,L. Kennard,T. Mann,3,3,5,0,3
Lineups, -202692-203095-1629628-1630167-1630579-, A. Burks - E. Fournier - R. Barrett - O. Toppin - J. Sims,1610612752,NYK,7,4,3,0.571,66.0,108.2,105.2,112.3,111.3,-4.1,-6.1,0.694,1.62,18.7,0.217,0.746,0.479,0.156,0.562,0.585,96.1,97.87,81.56,135,0.453,612,591,15870,7106,187,7273,10150,9587,5323,3740,6059,7869,8089,9433,11431,6420,6923,9009,A. Burks,E. Fournier,R. Barrett,O. Toppin,J. Sims,3,3,3,0,2
Lineups, -203078-203526-1626149-1628398-1630166-, B. Beal - R. Neto - M. Harrell - K. Kuzma - D. Avdija,1610612764,WAS,17,7,10,0.412,66.0,109.7,101.4,104.3,102.1,5.4,-0.7,0.672,1.58,20.8,0.167,0.76,0.528,0.176,0.631,0.643,101.4,106.67,88.89,148,0.566,86,212,17335,9080,185,7480,9241,9222,5423,3793,4475,8669,7233,6230,12315,4708,5455,6677,B. Beal,R. Neto,M. Harrell,K. Kuzma,D. Avdija,1,6,5,3,0
Lineups, -203471-203935-1627759-1628369-1629057-, D. Schroder - M. Smart - J. Brown - J. Tatum - R. Williams III,1610612738,BOS,11,5,6,0.455,66.0,107.8,105.6,100.3,99.3,7.5,6.3,0.577,1.88,15.5,0.28,0.732,0.5,0.112,0.48,0.528,101.4,102.97,85.81,143,0.568,228,397,17121,8990,186,7217,7050,6947,7537,3389,8073,6437,8210,6616,9503,9380,8621,6650,D. Schroder,M. Smart,J. Brown,J. Tatum,R. Williams III,3,3,1,1,0
Lineups, -201942-202696-203897-1627884-1628366-, D. DeRozan - N. Vucevic - Z. LaVine - D. Jones Jr. - L. Ball,1610612741,CHI,7,5,2,0.714,65.0,106.2,105.9,110.2,109.0,-4.0,-3.1,0.596,3.44,17.0,0.203,0.773,0.462,0.066,0.465,0.512,99.0,99.72,83.1,136,0.46,612,397,13953,6222,190,7178,9821,9351,7412,878,6885,7955,7112,9752,7713,9570,9063,8887,D. DeRozan,N. Vucevic,Z. LaVine,D. Jones Jr.,L. Ball,1,5,1,2,3
Lineups, -202685-1628404-1628984-1629638-1630529-, J. Valanciunas - J. Hart - D. Graham - N. Alexander-Walker - H. Jones,1610612740,NOP,15,8,7,0.533,65.0,129.4,129.7,113.0,110.6,16.3,19.1,0.703,4.0,23.9,0.318,0.788,0.553,0.09,0.614,0.634,104.6,105.6,88.0,145,0.594,110,147,17218,7206,188,4220,10030,5713,5238,480,3300,5883,6871,5694,8398,5175,5586,6184,J. Valanciunas,J. Hart,D. Graham,N. Alexander-Walker,H. Jones,5,3,3,6,3
Lineups, -1626149-1626162-1626179-1628970-1628998-, M. Harrell - K. Oubre Jr. - T. Rozier - M. Bridges - C. Martin,1610612766,CHO,19,13,6,0.684,65.0,119.9,118.6,122.4,119.5,-2.5,-0.9,0.655,2.53,20.7,0.293,0.769,0.545,0.116,0.587,0.609,95.2,96.92,80.77,129,0.511,55,38,17121,6282,191,5581,11124,9232,6536,1750,4516,6163,7138,5917,9587,5763,6297,7756,M. Harrell,K. Oubre Jr.,T. Rozier,M. Bridges,C. Martin,5,0,3,3,0
Lineups, -203082-203914-1629021-1629643-1630591-, T. Ross - G. Harris - M. Wagner - C. Okeke - J. Suggs,1610612753,ORL,12,6,6,0.5,65.0,101.2,101.4,111.9,112.7,-10.7,-11.3,0.735,1.57,19.4,0.159,0.682,0.426,0.163,0.536,0.58,105.0,104.49,87.08,141,0.45,190,288,17121,7220,189,7478,10333,10103,4951,3811,5728,8966,8949,10890,11576,6941,7157,9075,T. Ross,G. Harris,M. Wagner,C. Okeke,J. Suggs,0,0,3,0,6
Lineups, -201143-203471-1627759-1628369-1629057-, A. Horford - D. Schroder - J. Brown - J. Tatum - R. Williams III,1610612738,BOS,8,4,4,0.5,64.0,121.0,121.1,104.5,104.9,16.5,16.3,0.638,2.06,20.9,0.315,0.833,0.588,0.146,0.59,0.615,92.6,92.33,76.94,123,0.566,464,591,16599,7220,192,5194,9441,6023,6643,2225,4432,5916,5898,4795,11143,5725,6089,6681,A. Horford,D. Schroder,J. Brown,J. Tatum,R. Williams III,5,3,1,1,0
Lineups, -202709-1628963-1630180-1630191-1630595-, C. Joseph - M. Bagley III - S. Bey - I. Stewart - C. Cunningham,1610612765,DET,7,3,4,0.429,64.0,112.4,114.4,113.5,117.3,-1.1,-2.9,0.625,2.19,19.9,0.254,0.754,0.508,0.128,0.548,0.575,97.6,95.09,79.25,125,0.478,612,956,16599,9025,197,6087,10939,9348,6746,2169,5643,6698,7268,6590,10225,6717,7259,8548,C. Joseph,M. Bagley III,S. Bey,I. Stewart,C. Cunningham,6,2,3,5,1
Lineups, -1627747-1628374-1629636-1629650-1630171-, C. LeVert - L. Markkanen - D. Garland - M. Brown - I. Okoro,1610612739,CLE,5,1,4,0.2,64.0,110.9,111.8,128.2,130.2,-17.3,-18.4,0.549,1.47,16.2,0.31,0.746,0.537,0.15,0.524,0.572,97.6,96.43,80.36,127,0.417,1120,3401,16599,10078,194,6490,12487,10779,7895,4223,7844,5957,8088,6078,11212,7155,7324,9713,C. LeVert,L. Markkanen,D. Garland,M. Brown,I. Okoro,3,3,1,2,0
Lineups, -202339-1628379-1628392-1629611-1630527-, E. Bledsoe - L. Kennard - I. Hartenstein - T. Mann - B. Boston Jr.,1610612746,LAC,12,7,5,0.583,64.0,108.9,108.5,117.4,116.7,-8.5,-8.1,0.75,2.44,21.0,0.261,0.574,0.408,0.124,0.538,0.557,97.5,97.98,81.65,129,0.44,190,212,16937,7094,193,6908,10707,9754,4389,1949,4420,6657,11087,11134,9772,6924,7834,9282,E. Bledsoe,L. Kennard,I. Hartenstein,T. Mann,B. Boston Jr.,6,0,5,3,7
Lineups, -203994-1626159-1628404-1629014-1629604-, J. Nurkic - J. Winslow - J. Hart - A. Simons - C. Elleby,1610612757,POR,3,3,0,1.0,64.0,128.3,129.0,108.0,113.4,20.3,15.6,0.6,2.25,19.3,0.339,0.734,0.54,0.122,0.603,0.632,100.0,97.28,81.07,131,0.574,2316,956,1,1,196,4251,10394,6059,6993,2094,5777,4588,8166,5974,9754,5347,5624,6521,J. Nurkic,J. Winslow,J. Hart,A. Simons,C. Elleby,5,2,3,3,0
Lineups, -1628982-1629658-1630249-1630285-1630686-, M. Frazier Jr. - J. Hoard - V. Krejci - Z. Simpson - B. Kalaitzakis,1610612760,OKC,2,0,2,0.0,64.0,84.7,85.6,135.0,133.3,-50.2,-47.7,0.478,1.38,12.6,0.253,0.724,0.447,0.121,0.396,0.424,99.4,99.49,82.91,132,0.233,3707,10195,13953,10195,195,10605,12597,12890,10009,4320,9587,6704,8319,10131,9731,10899,11585,12319,M. Frazier Jr.,J. Hoard,V. Krejci,Z. Simpson,B. Kalaitzakis,0,5,0,1,7
Lineups, -202692-203095-203457-203944-1629628-, A. Burks - E. Fournier - N. Noel - J. Randle - R. Barrett,1610612752,NYK,13,5,8,0.385,63.0,107.2,99.3,120.4,119.5,-13.2,-20.3,0.727,2.13,17.8,0.167,0.731,0.451,0.109,0.5,0.558,98.1,102.34,85.29,137,0.45,161,397,17279,9218,200,9572,11124,10984,4973,2197,6565,8669,8215,10071,9185,7316,7816,9047,A. Burks,E. Fournier,N. Noel,J. Randle,R. Barrett,3,3,2,1,3
Lineups, -201572-201950-202083-203114-203507-, B. Lopez - J. Holiday - W. Matthews - K. Middleton - G. Antetokounmpo,1610612749,MIL,7,6,1,0.857,63.0,111.8,110.0,104.6,105.8,7.2,4.2,0.596,1.48,16.5,0.254,0.892,0.589,0.15,0.535,0.585,104.8,105.08,87.57,140,0.532,612,288,5744,5776,201,6714,9529,7096,7412,4222,7774,6699,5387,4760,11214,6974,6939,7371,B. Lopez,J. Holiday,W. Matthews,K. Middleton,G. Antetokounmpo,0,1,7,1,1
Lineups, -101108-201580-1626164-1628969-1629661-, C. Paul - J. McGee - D. Booker - M. Bridges - C. Johnson,1610612756,PHO,19,16,3,0.842,63.0,116.8,116.7,111.6,108.0,5.2,8.7,0.639,2.29,20.6,0.286,0.731,0.515,0.129,0.566,0.593,101.2,102.99,85.83,132,0.539,55,18,15870,5796,204,5728,9718,6714,6641,2080,4517,6199,8215,6501,10238,6281,6762,7211,C. Paul,J. McGee,D. Booker,M. Bridges,C. Johnson,1,5,1,3,0
Lineups, -201942-202696-203897-1628366-1630172-, D. DeRozan - N. Vucevic - Z. LaVine - L. Ball - P. Williams,1610612741,CHI,5,4,1,0.8,63.0,97.7,97.8,88.8,88.1,8.8,9.6,0.642,3.09,18.9,0.132,0.795,0.468,0.081,0.469,0.496,102.3,102.63,85.52,136,0.555,1120,591,5744,5853,199,9606,6219,6627,6633,943,5921,9258,6844,9640,8137,9507,10428,6908,D. DeRozan,N. Vucevic,Z. LaVine,L. Ball,P. Williams,1,5,1,3,0
Lineups, -201980-202699-203552-203954-1629003-, D. Green - T. Harris - S. Curry - J. Embiid - S. Milton,1610612755,PHI,8,4,4,0.5,63.0,111.4,109.6,112.6,113.6,-1.2,-4.0,0.451,1.64,15.0,0.137,0.689,0.464,0.112,0.58,0.617,95.6,95.92,79.93,125,0.516,464,591,16599,7220,205,6788,10403,9416,10107,3727,8342,9222,8889,9734,9505,5995,6061,7667,D. Green,T. Harris,S. Curry,J. Embiid,S. Milton,0,3,3,1,6
Lineups, -1628404-1629234-1629604-1630314-1630570-, J. Hart - D. Eubanks - C. Elleby - B. Williams - T. Watford,1610612757,POR,5,1,4,0.2,63.0,100.9,99.3,110.4,110.2,-9.6,-10.9,0.571,1.68,16.8,0.284,0.729,0.5,0.137,0.484,0.512,104.3,105.2,87.67,139,0.455,1120,3401,16599,10078,203,9571,10000,10066,7557,3598,6919,6421,8236,6616,10515,9346,9068,8953,J. Hart,D. Eubanks,C. Elleby,B. Williams,T. Watford,3,2,0,6,2
Lineups, -201959-202692-203095-203944-1629628-, T. Gibson - A. Burks - E. Fournier - J. Randle - R. Barrett,1610612752,NYK,13,7,6,0.538,63.0,127.5,129.7,112.5,113.5,15.0,16.2,0.552,2.29,17.9,0.333,0.682,0.52,0.109,0.588,0.633,99.9,98.66,82.22,128,0.553,161,212,17121,7203,198,4219,10398,6025,7874,2081,6516,4591,8949,6410,9184,5757,5606,6927,T. Gibson,A. Burks,E. Fournier,J. Randle,R. Barrett,2,3,3,1,3
Lineups, -201959-202692-1629656-1630167-1630193-, T. Gibson - A. Burks - Q. Grimes - O. Toppin - I. Quickley,1610612752,NYK,12,5,7,0.417,63.0,112.2,107.0,96.0,94.0,16.2,12.9,0.511,1.28,14.9,0.302,0.767,0.549,0.157,0.561,0.588,85.4,88.34,73.61,115,0.536,190,397,17218,9076,202,7104,6791,6299,8088,4514,8415,6029,7191,5751,11453,6424,6882,7298,T. Gibson,A. Burks,Q. Grimes,O. Toppin,I. Quickley,2,3,0,0,3
Lineups, -201942-202696-203897-1629632-1630245-, D. DeRozan - N. Vucevic - Z. LaVine - C. White - A. Dosunmu,1610612741,CHI,20,11,9,0.55,62.0,118.4,113.5,100.7,93.4,17.7,20.1,0.413,1.53,14.3,0.173,0.829,0.549,0.115,0.604,0.647,103.8,109.99,91.65,148,0.651,46,59,17307,7194,209,6288,6753,5548,10324,3832,8524,8658,6173,5748,9555,5344,5263,5237,D. DeRozan,N. Vucevic,Z. LaVine,C. White,A. Dosunmu,1,5,1,3,6
Lineups, -202330-203486-1626179-1628970-1628998-, G. Hayward - M. Plumlee - T. Rozier - M. Bridges - C. Martin,1610612766,CHO,13,8,5,0.615,62.0,133.0,128.3,110.6,110.0,22.3,18.3,0.65,3.0,21.9,0.241,0.762,0.521,0.102,0.659,0.676,98.1,100.14,83.45,127,0.58,161,147,16937,6943,212,4390,9918,5758,6556,947,4060,7544,7218,6400,9036,4295,4579,6415,G. Hayward,M. Plumlee,T. Rozier,M. Bridges,C. Martin,3,5,3,3,0
Lineups, -1628381-1628989-1629027-1629631-1630168-, J. Collins - K. Huerter - T. Young - D. Hunter - O. Okongwu,1610612737,ATL,7,4,3,0.571,62.0,112.7,111.9,114.0,116.7,-1.3,-4.8,0.725,2.18,20.4,0.29,0.632,0.469,0.135,0.531,0.573,97.9,97.06,80.88,126,0.515,612,591,15870,7106,206,6487,10707,9475,5017,2174,4571,6179,10445,9622,10454,7044,7321,7689,J. Collins,K. Huerter,T. Young,D. Hunter,O. Okongwu,5,3,1,0,5
Lineups, -201580-1626164-1626166-1629013-1629661-, J. McGee - D. Booker - C. Payne - L. Shamet - C. Johnson,1610612756,PHO,15,12,3,0.8,62.0,104.9,100.7,98.1,93.1,6.8,7.6,0.574,1.35,15.6,0.296,0.797,0.543,0.156,0.504,0.544,108.2,113.42,94.52,147,0.553,110,50,15870,5853,213,7494,6720,6841,7553,4345,8052,6133,6836,5923,11452,7314,8159,6928,J. McGee,D. Booker,C. Payne,L. Shamet,C. Johnson,5,1,6,0,0
Lineups, -200768-200782-1628389-1629130-1629639-, K. Lowry - P. Tucker - B. Adebayo - D. Robinson - T. Herro,1610612748,MIA,7,3,4,0.429,62.0,107.3,110.1,98.0,99.2,9.3,10.9,0.528,1.4,15.6,0.329,0.701,0.511,0.155,0.496,0.537,101.0,99.07,82.56,129,0.545,612,956,16599,9025,210,6713,7049,6503,8045,4278,8053,5848,8717,6565,11427,9292,8329,7109,K. Lowry,P. Tucker,B. Adebayo,D. Robinson,T. Herro,1,0,5,0,3
Lineups, -2544-2546-201566-1628370-1630559-, L. James - C. Anthony - R. Westbrook - M. Monk - A. Reaves,1610612747,LAL,14,5,9,0.357,62.0,110.5,108.3,115.9,112.8,-5.4,-4.4,0.621,1.8,18.8,0.197,0.677,0.435,0.139,0.579,0.604,107.3,109.84,91.54,144,0.466,129,397,17307,9260,207,6912,10334,9441,6886,3453,5937,8488,8997,10504,10553,6003,6438,8770,L. James,C. Anthony,R. Westbrook,M. Monk,A. Reaves,1,0,1,3,0
Lineups, -201976-1627736-1629020-1629675-1630162-, P. Beverley - M. Beasley - J. Vanderbilt - N. Reid - A. Edwards,1610612750,MIN,11,5,6,0.455,62.0,106.0,104.8,109.4,111.9,-3.4,-7.1,0.58,1.71,16.6,0.292,0.727,0.48,0.136,0.5,0.521,98.4,97.78,81.48,125,0.456,228,397,17121,8990,211,7298,10200,9659,7522,3586,7765,6167,8241,9408,10474,7316,8721,8945,P. Beverley,M. Beasley,J. Vanderbilt,N. Reid,A. Edwards,3,0,5,2,3
Lineups, -202331-202339-202694-202704-1627826-, P. George - E. Bledsoe - M. Morris Sr. - R. Jackson - I. Zubac,1610612746,LAC,6,2,4,0.333,62.0,109.7,108.4,113.3,115.8,-3.6,-7.4,0.51,1.3,15.0,0.262,0.71,0.488,0.153,0.523,0.58,102.4,101.92,84.93,131,0.462,822,1646,16599,9264,208,6911,10665,9696,8090,4491,8343,6653,8664,9288,11291,7168,7155,8828,P. George,E. Bledsoe,M. Morris Sr.,R. Jackson,I. Zubac,1,6,3,3,5
Lineups, -201143-203935-1627759-1628369-1629684-, A. Horford - M. Smart - J. Brown - J. Tatum - G. Williams,1610612738,BOS,15,11,4,0.733,61.0,114.3,106.5,119.1,120.1,-4.7,-13.7,0.765,2.05,20.9,0.158,0.81,0.487,0.137,0.575,0.625,103.3,106.61,88.84,139,0.481,110,59,16599,6205,214,7148,11415,10277,4360,2227,4439,8967,6312,9301,10515,6063,5924,8506,A. Horford,M. Smart,J. Brown,J. Tatum,G. Williams,5,3,1,1,0
Lineups, -203081-203496-203994-1626181-1629014-, D. Lillard - R. Covington - J. Nurkic - N. Powell - A. Simons,1610612757,POR,16,8,8,0.5,61.0,113.4,110.5,107.6,106.3,5.9,4.3,0.509,2.25,16.1,0.161,0.821,0.491,0.09,0.558,0.604,100.0,101.96,84.97,133,0.54,99,147,17279,7220,215,6669,9555,7080,8091,2094,7872,8960,6207,9248,8403,6478,6413,7203,D. Lillard,R. Covington,J. Nurkic,N. Powell,A. Simons,1,0,5,3,3
